Object,City of the judge’s office,Tax Related,Number of Lawyers,Number of Legal Parties,Number of Persons,Settlement,Value formatted,Unified Contribution formatted
OR-145009,Torino,0,1,1,1,1353.4761394787802,1366.421097817107,98.0
OR-145999,Firenze,0,2,2,1,1199.9999999999998,1171.173600996812,98.0
OR-145009,Milano,0,1,1,1,2632.0881417736036,7007.741606603321,237.0
OR-140999,Venezia,0,1,1,1,611.4602483536383,364.42899288386644,43.0
OR-145999,Cagliari,0,2,1,1,1600.0,1600.366525606287,98.0
OR-145009,Napoli,0,2,1,1,1.0,3985.4342225897444,98.0
OR-145999,Palermo,0,2,1,1,250.0,250.0,43.0
OR-140999,Palermo,0,1,1,1,700.645113926642,723.0079272485984,43.0
*,Firenze,0,1,1,1,1536.2274258585705,3000.0,98.0
OR-145009,Torino,0,2,1,1,1244.0516540609326,1273.5693476858196,98.0
OR-145009,Firenze,0,1,1,1,2975.9012645144326,2895.703190200636,98.0
OR-145009,Milano,0,2,1,2,900.0,7248.895976170538,237.0
OR-140999,Milano,0,1,1,1,1408.0803295419255,1449.9091816558769,98.0
OR-140999,Bologna,0,2,1,1,250.0,287.1825711314643,43.0
OR-145999,Milano,0,2,0,2,1781.2177593278082,1790.6176045552227,98.0
OR-140999,Torino,0,1,0,2,527.4731131442481,513.4038405190604,43.0
OR-145999,Milano,0,1,1,1,500.0,500.0,43.0
OR-145009,Palermo,0,1,1,2,365.39982323757357,5000.0,98.0
OR-145009,Napoli,0,2,1,1,7591.857630550282,20000.0,237.0
OR-140999,*,0,1,0,2,280.0863049002906,279.36674550842764,43.0
OR-145999,Napoli,0,2,2,1,900.0,1763.8435117684103,98.0
OR-140999,Roma,0,2,1,1,2867.9442322815476,1032.0,43.0
OR-140999,Napoli,0,2,2,1,1061.8587558103322,2498.4425697364813,98.0
OR-145999,Milano,0,2,1,1,1735.2789591213839,1724.4559013634143,49.0
OR-145009,Milano,0,2,1,5,3259.549739582118,3399.323465186671,98.0
OR-140999,Milano,0,1,1,1,444.21620686924,441.03057347698666,43.0
OR-145009,Milano,0,3,2,1,280.127389481196,436.4812169223435,21.5
OR-140999,Milano,0,1,1,1,749.9595768482227,751.5751198472962,43.0
OR-145009,Firenze,0,0,2,1,719.2933070831164,715.5704451577687,43.0
OR-145009,*,0,1,1,1,1587.4413195572738,1541.7840612028428,98.0
OR-140999,Napoli,1,3,0,4,1043.1680500054176,1425.4694930631276,98.0
OR-145999,Milano,0,1,0,2,500.0,500.0,43.0
OR-145009,Roma,0,2,0,3,1000.0000000000001,5161.782167590701,98.0
OR-140999,Milano,0,2,1,1,250.0,600.4844768415315,43.0
OR-145009,Milano,0,2,1,1,9003.520650273436,8993.889326484543,237.0
OR-145009,Bari,0,2,1,1,849.358944465373,1032.0,43.0
OR-140999,Milano,0,3,2,1,3604.8573213703075,3793.1780927437812,98.0
OR-145009,Palermo,0,2,2,1,800.0,1914.1770134590731,98.0
OR-145009,Roma,0,2,1,1,762.5002303768387,5200.0,98.0
OR-145999,Milano,0,1,1,1,400.00000000000006,400.0,43.0
OR-145009,Palermo,0,3,3,1,731.5481417064949,750.0,43.0
OR-145009,Roma,0,1,2,0,1353.9185746726143,2075.1364815286784,98.0
OR-145009,Roma,0,3,1,2,0.01,812.6208655963281,43.0
OR-140999,Napoli,1,1,1,2,202.2612601143594,213.48906291616356,43.0
OR-145009,*,0,2,1,2,1825.8999453896065,1731.99311255605,98.0
OR-140999,Milano,0,1,1,1,851.6367137164685,1000.0,43.0
OR-145999,Firenze,0,1,1,1,2.0,616.1508040635289,43.0
OR-140999,Napoli,0,2,1,1,300.0,300.64327091033493,43.0
OR-145999,Roma,0,1,1,1,2.0,302.58220194167274,43.0
OR-140999,Firenze,0,2,0,2,900.0,927.7552219002224,21.5
OR-145999,Napoli,0,2,0,3,928.9546336508963,1278.6186201878409,98.0
OR-140999,*,0,2,2,1,1428.922426890491,2109.5180081586263,98.0
OR-145009,Bari,0,2,1,1,3626.0150696279948,7689.073179249541,206.0
OR-140999,Genova,0,3,2,1,500.0,1033.0,43.0
OR-145999,Torino,0,2,2,1,1999.6335528375412,5200.0,98.0
OR-145009,Palermo,0,1,1,1,3511.368873211058,4049.5214611716756,98.0
OR-140999,Roma,0,2,1,1,71.19422391825299,1000.0,43.0
OR-145009,Napoli,0,3,1,2,5000.0,5000.0,85.0
OR-145999,*,0,1,1,1,440.12128969204736,447.75797106044575,43.0
OR-140999,Milano,0,1,0,2,1293.8104979401871,1989.3135423433246,98.0
OR-140999,Milano,0,1,0,2,1000.0000000000001,1000.0,37.0
OR-140999,Milano,0,1,1,2,1122.4342228892976,1078.3903691005976,43.0
OR-145009,Milano,0,2,1,1,350.0,2030.0128591015982,98.0
OR-140999,Napoli,0,1,1,1,1032.91,1032.91,21.5
OR-140999,Milano,0,1,0,2,1328.1121373595986,1306.7014470868544,98.0
OR-145999,Genova,0,2,1,1,4039.188910307351,4034.6547312614493,98.0
OR-145009,Genova,0,1,1,1,2988.437282698599,3142.924259553984,98.0
*,Genova,0,2,1,1,3315.0212709585007,4229.232579796879,98.0
OR-145009,*,0,2,2,1,11356.521938929229,11414.118952964187,237.0
OR-140999,Milano,0,1,0,2,3508.9508559919223,3500.0,98.0
OR-140999,*,0,0,1,1,500.0,500.0,43.0
OR-145009,Milano,0,4,2,3,3504.035103301794,5200.0,98.0
OR-140999,Milano,0,1,2,0,2382.026409129151,2404.7533833277057,98.0
OR-140999,Roma,0,2,1,1,984.6751654780642,1032.91,43.0
OR-145009,Genova,0,2,1,2,2209.022040637434,4319.773909489021,98.0
OR-140999,Palermo,1,2,1,7,5199.990483635551,5745.156886420664,237.0
*,Torino,0,2,1,1,1821.5607332200354,1852.0492787049852,49.0
OR-145009,Genova,0,2,0,2,4948.9218771075475,4962.0877536805765,98.0
OR-145009,Torino,0,2,1,1,1233.4432637468653,1250.5109133529938,98.0
OR-145009,Milano,0,2,1,1,2307.7574347510053,2000.0,98.0
OR-145009,Bologna,0,6,6,3,1999.7179099618195,1991.9401988779061,98.0
OR-145009,Cagliari,0,1,1,2,2893.4439991365084,4561.905612847005,98.0
OR-145009,Genova,0,2,1,2,6033.719081570723,20000.0,237.0
OR-145999,Milano,0,2,0,2,6182.072883653839,5235.576483851742,237.0
OR-145009,*,0,3,1,2,5866.132243619773,5200.0,98.0
OR-145999,Milano,0,1,0,2,1034.8573927013388,1600.0,98.0
OR-145009,Napoli,0,1,1,2,1032.8450168265135,5200.0,98.0
*,Milano,0,1,2,0,937.5554815576689,919.1870811239335,43.0
OR-145999,Venezia,0,1,1,1,900.0,891.417209478725,43.0
OR-145999,*,0,1,0,2,4603.434649704542,4622.586005752459,98.0
OR-140999,Milano,0,2,1,1,1032.0,1032.0,21.5
OR-145999,Milano,0,1,0,2,516.640547657269,517.9170818121403,43.0
OR-145009,Palermo,0,2,2,1,2097.6242735989895,5000.0,98.0
OR-145999,Milano,0,1,1,1,1700.0000000000002,1793.152496373853,98.0
OR-145009,Firenze,0,1,1,1,678.0683404875581,670.4381558090457,43.0
OR-145999,Napoli,0,2,1,1,2411.436528951024,5200.0,98.0
OR-145999,Palermo,0,2,2,1,5000.0,5165.96330637967,85.0
OR-145999,Milano,0,1,1,1,4602.256044529762,4653.527145516383,98.0
OR-140999,Milano,0,1,2,0,1446.3741305340677,1426.5251467850346,98.0
OR-140999,Milano,0,1,1,1,250.0,250.0,43.0
OR-140999,Torino,0,1,1,1,351.0552160431734,380.92568555275744,43.0
OR-145009,Bologna,0,2,1,3,750.0000000000001,5200.0,98.0
OR-140999,Roma,0,2,0,2,1026.8910166004318,5200.0,49.0
OR-145999,Roma,0,1,1,1,109.01932723544411,1000.0,37.0
OR-145009,Palermo,0,2,1,2,5200.0,5200.0,98.0
OR-145999,Palermo,0,2,1,2,1000.0000000000001,1943.3106861469275,98.0
OR-140999,Milano,0,1,0,2,619.2208959700439,891.8016070976845,43.0
OR-140999,Napoli,0,2,1,1,441.4955337525903,452.2884872979751,43.0
OR-145999,Milano,0,2,0,2,3026.04895432153,3045.4837940738466,49.0
OR-145009,Bologna,0,2,1,1,6745.6784797842765,20000.0,237.0
OR-145999,Torino,0,2,0,2,2596.535222045373,2596.5249804256223,98.0
OR-145999,Napoli,0,2,2,1,350.0,781.1724832340619,43.0
*,Napoli,1,2,1,2,2011.4790547003665,1862.1072484880224,98.0
OR-140999,Roma,0,2,1,1,200.9659950678948,211.7112172052304,43.0
OR-145999,Napoli,0,1,1,2,1479.1807553055583,5046.603507389242,98.0
OR-145009,Roma,0,3,3,0,105.03843879775575,5000.0,98.0
OR-145999,Venezia,0,1,2,0,1432.5965233313398,1391.1793759212615,98.0
OR-140999,Palermo,1,1,0,7,25335.076699449615,26000.0,613.0544392109717
OR-140999,Napoli,0,1,1,1,148.8472028454161,290.1197474151753,43.0
OR-140999,Milano,0,1,1,1,624.6812107490782,622.7405028345172,43.0
OR-140999,Milano,0,2,0,2,1199.9999999999998,1200.0,98.0
OR-145009,Napoli,0,2,1,1,1080.2454422410592,1100.0,21.5
OR-140999,Milano,0,1,1,1,3189.2382697102125,3198.5981673132005,49.0
OR-140999,Milano,0,1,0,2,253.839934953015,0.0,43.0
OR-145999,Milano,0,2,1,1,600.0,600.0,43.0
OR-145999,Bologna,0,1,1,1,3896.369150750089,5856.333732704284,237.0
OR-140999,Milano,0,2,1,1,3457.119444129257,3453.1000205669066,98.0
OR-140999,Milano,0,2,1,1,1000.0000000000001,3099.6231017358564,98.0
OR-145009,*,0,2,2,1,400.00000000000006,5200.0,85.0
*,Milano,0,1,2,0,418.73518104258557,400.0,43.0
OR-145009,*,0,2,1,1,4978.494326539453,4930.665739140677,98.0
OR-145009,Bari,0,2,0,2,5246.93430680381,5200.0,49.0
OR-145009,Roma,0,2,1,1,1163.731828972451,5200.0,85.0
OR-140999,Milano,0,1,2,0,3115.320565776451,4175.6312551141145,98.0
OR-145009,Napoli,0,4,3,1,5200.0,5200.0,85.0
*,Bologna,0,1,1,1,540.7163986371642,553.0977214477278,43.0
OR-145009,Bologna,0,3,4,1,800.0,4000.0,98.0
OR-145009,Milano,0,2,1,1,2981.296489658675,2930.7206379699205,49.0
OR-140999,Milano,0,1,1,1,475.41230352883707,480.1551520180607,43.0
OR-145999,Milano,0,2,0,2,3754.384250472825,3751.0844338779607,49.0
OR-145999,Roma,0,2,1,2,850.0,5200.0,98.0
OR-145009,Palermo,0,2,3,1,13391.669948560637,20000.0,237.0
OR-145009,Milano,0,3,1,3,600.0,900.0,43.0
OR-145999,Bologna,0,1,1,1,250.0,349.5638206407711,43.0
OR-140999,Milano,0,1,0,2,575.7580479497366,567.0978053368061,43.0
OR-140999,Napoli,0,1,1,1,2193.9413142702488,4814.85443185068,98.0
OR-140999,Palermo,0,2,1,1,2896.024807652081,2904.955586640751,98.0
OR-145009,*,0,2,1,1,8839.465575452241,7544.605412727456,237.0
OR-140999,Milano,0,1,1,1,200.0,199.2982022243987,43.0
OR-140999,Roma,0,3,2,1,1.0,1761.5036412919167,49.0
OR-145999,Milano,0,1,0,2,1340.0076026698223,1317.0803437095692,98.0
OR-140999,Napoli,1,2,1,2,0.01,4577.423024352548,98.0
OR-145999,Milano,0,2,1,1,49.83022541953251,54.14045621888156,43.0
OR-145009,Bologna,0,1,1,1,1158.7333881251545,1174.945394131527,98.0
OR-140999,Milano,0,2,2,0,3999.151482189136,3847.2311473240543,49.0
OR-145009,Palermo,0,1,1,1,1323.1665918100277,1394.360863406291,98.0
OR-145009,Napoli,0,2,2,1,3224.065305159876,26000.0,346.35374425851
OR-145999,Palermo,0,1,2,1,3409.0637066098684,3431.876766610237,98.0
OR-140999,Milano,0,2,1,1,300.0,305.05930222418493,37.0
OR-145009,Milano,0,3,1,2,4097.759244135825,5000.0,98.0
OR-145009,Bologna,0,1,3,1,751.1355809651053,1080.8582392335243,43.0
OR-145009,Milano,0,2,1,2,6142.035013570661,8012.333672981494,237.0
OR-140999,Venezia,0,1,1,1,1649.918742163248,1700.0,98.0
OR-145009,Palermo,0,2,3,1,2515.1440107903454,5200.0,98.0
OR-145999,Genova,0,1,1,2,1208.5139683446007,1938.5645965792555,98.0
OR-140999,Milano,0,2,2,0,5000.0,5000.0,98.0
OR-145009,*,0,2,2,1,6726.757478250278,15000.0,237.0
OR-140999,Venezia,0,2,1,2,160.23338622406985,148.18012428715963,43.0
OR-140999,Milano,0,0,1,2,749.8601401211602,750.0,43.0
OR-140999,Palermo,0,2,2,2,800.0,832.7226016609403,21.5
OR-140999,Torino,0,3,4,0,250.0,1032.0,43.0
OR-145999,*,0,1,2,0,1749.912232420687,2540.2119171304885,98.0
OR-145999,Milano,0,2,0,2,5409.1785386716,5200.0,98.0
OR-140999,Bari,0,3,3,0,2024.438327763217,2032.8210418160957,49.0
OR-145009,Bologna,0,3,2,1,2562.435916757019,6712.2643832463755,237.0
OR-145999,Palermo,0,1,1,1,987.6318131206366,956.9351957499534,43.0
OR-145009,Napoli,0,2,1,1,1077.7812525594406,15053.816094129937,237.0
OR-140999,*,0,2,2,1,789.7249581459367,1032.0,37.0
OR-145999,Roma,0,1,1,1,500.0,734.6322444538381,43.0
OR-145009,Cagliari,0,2,1,1,3653.5828374741227,3706.8082951440383,98.0
OR-140999,Milano,0,1,1,1,1400.0,1392.4250981586645,98.0
OR-140999,Napoli,0,1,1,1,727.1390089645216,737.0814434653686,37.0
OR-140999,Venezia,0,2,2,1,3560.709140838359,3639.2090204710153,98.0
OR-145009,Napoli,0,3,2,2,4025.4566103846873,26000.0,237.0
OR-140999,Roma,1,1,1,2,0.01,200.0,43.0
OR-145009,Torino,0,2,3,1,400.00000000000006,1600.0,98.0
OR-145009,Firenze,0,1,1,2,2.0,1533.9068223299707,98.0
OR-145999,Genova,0,1,1,1,3914.6525130761847,4000.0,98.0
*,Milano,0,2,2,0,2000.0,1974.4895050184048,85.0
OR-145009,Roma,0,2,2,2,2399.9827942518446,5949.89620652238,237.0
OR-140999,Genova,0,1,1,1,1000.0000000000001,942.9364963660609,43.0
OR-140999,Firenze,0,1,2,1,1.0,1032.0,43.0
OR-145009,Roma,0,4,4,1,3682.72434467763,5000.0,85.0
OR-145009,Roma,0,2,1,1,3941.302854338234,3844.040497701858,98.0
OR-140999,Bari,0,2,0,2,1758.1836724166299,1798.8512645939163,98.0
OR-145009,Firenze,0,3,1,2,5754.311085448603,9453.868913263903,237.0
OR-140999,Roma,0,1,1,1,1500.0,820.2825739943044,43.0
OR-140999,*,0,3,1,2,4983.558331563271,4902.675449406291,98.0
OR-145009,Milano,0,2,1,1,1146.9613116729454,6253.301200485502,237.0
OR-145999,Milano,0,2,0,2,2338.993284559348,2268.9646007262677,49.0
OR-145009,Genova,0,2,0,2,2100.013286559341,4529.5777942967825,85.0
OR-145009,Roma,0,2,2,1,1.0,1739.1301245963027,98.0
OR-145009,Roma,0,2,1,1,1300.0,4500.0,98.0
OR-140999,Cagliari,0,2,1,1,3381.0559093468,3488.74169727181,49.0
OR-140999,Palermo,0,2,1,1,798.862919198063,1000.0,43.0
OR-145009,Napoli,0,2,1,1,1485.8446557403647,1433.0690522747257,98.0
OR-145009,*,0,1,1,1,1690.4166944675037,1660.4528872178744,98.0
OR-140999,Milano,0,2,1,1,3157.3903169695473,3200.747621751702,98.0
OR-140999,Milano,0,1,0,3,808.5461636365834,5200.0,98.0
OR-145999,Palermo,0,3,1,2,3656.743018820752,3484.233452667758,98.0
OR-145009,Napoli,0,1,1,1,2549.5718426673734,2599.6050812182234,98.0
OR-140999,Milano,0,2,1,1,768.0960974210867,750.0,43.0
OR-145999,Roma,0,3,3,1,1800.0,1773.0371188171437,98.0
OR-140999,Palermo,0,2,1,1,1402.2514695912469,1864.8097259803114,98.0
OR-140999,Bologna,0,2,0,2,2317.9867005791552,2249.2797794741628,98.0
OR-140999,Roma,0,1,0,2,400.00000000000006,400.0,43.0
OR-145009,*,0,1,2,1,11823.415326404633,20000.0,237.0
OR-145009,*,0,2,1,2,8025.475650983081,8019.723473349701,237.0
OR-145009,Milano,0,2,2,1,5161.711601961312,5156.491755158286,98.0
OR-145999,Firenze,0,2,0,2,1590.4084099026109,1594.8691888855735,49.0
OR-145009,*,0,1,1,1,3585.2145886700987,3399.3046263468923,98.0
OR-140999,Roma,0,2,1,1,1300.0,1300.0,49.0
OR-145009,Milano,0,1,2,0,500.0,4364.658734193243,98.0
OR-140999,Palermo,0,1,2,0,4890.812206526072,4883.129613386291,49.0
*,*,0,1,2,0,2552.4030726101746,2579.595717460737,98.0
OR-145999,Milano,0,2,1,1,1871.5351133371162,1883.1477125558229,49.0
OR-140999,*,1,2,1,1,4119.606376247172,9292.740445705052,237.0
OR-140999,Cagliari,1,2,1,2,349.6816813786256,334.85819743518226,43.0
OR-140999,*,0,3,1,2,1732.9622500222963,2399.6689083446336,98.0
OR-140999,Bari,0,2,2,0,481.7908058106144,546.3331226151065,43.0
OR-140999,Milano,0,1,0,2,318.0804829089429,301.11740705443174,43.0
OR-145009,Milano,0,1,1,1,5133.587142422089,5200.0,98.0
OR-140999,*,0,1,2,0,343.41298877551316,500.0,43.0
OR-140999,*,0,1,0,2,4687.563554827329,4594.452494597926,98.0
OR-145009,Palermo,0,1,1,1,4406.578534472963,4457.554264998203,98.0
OR-145009,Napoli,0,3,2,1,1977.5295384381743,5200.0,98.0
OR-145009,Cagliari,0,2,1,1,2989.6917128100854,5200.0,98.0
OR-140999,Roma,0,3,3,0,750.0000000000001,980.5625320558818,37.0
OR-145999,Milano,0,2,0,2,4739.09561298815,4705.397218394462,98.0
OR-140999,Venezia,0,2,0,2,921.6376470657141,3900.706153550139,98.0
OR-145009,Firenze,0,2,0,2,4192.998624283089,4070.9647452894824,98.0
OR-145009,Milano,0,2,1,1,3682.155061427511,3984.7399813102284,98.0
OR-140999,Milano,0,1,1,1,400.6322548352513,288.15133489061753,43.0
OR-145009,Napoli,0,1,3,1,2321.0285920347296,3063.4097114644396,98.0
OR-140999,*,0,1,1,1,258.9321081194044,256.1203339041956,43.0
OR-140999,Milano,0,1,0,2,568.0224595939097,600.0,37.0
OR-140999,Milano,0,2,0,2,1059.1253895560196,1100.0,85.0
OR-140999,Bologna,0,1,2,0,4812.397150243931,4862.360356768004,98.0
OR-145009,Bari,0,1,3,1,1821.7638978826699,5200.0,98.0
OR-140999,Bologna,0,1,0,2,2000.0,2000.0,98.0
OR-140999,Milano,0,2,1,1,4001.044216494774,4000.0,98.0
OR-140999,Torino,0,1,1,1,1897.4363596008086,1930.075449665723,98.0
OR-140999,Napoli,0,2,3,1,3297.5435880990076,4718.534314352343,85.0
OR-140999,Palermo,0,3,3,0,3376.820373590779,3295.4132986146765,49.0
*,Napoli,0,1,2,0,1081.6974861542571,1035.5530515285511,43.0
OR-145009,Palermo,0,2,1,1,2518.6487609282713,6803.171783155746,206.0
OR-145009,*,0,2,0,2,4824.689291720793,4722.02885669375,98.0
OR-140999,Firenze,0,1,1,1,1092.710311910948,1054.8587033009433,43.0
OR-145009,Palermo,0,3,2,1,2738.2458864175733,1842.1759864059509,98.0
OR-140999,Milano,0,1,1,1,200.47034246868853,202.91774340083367,43.0
OR-145009,Napoli,0,2,1,1,3669.473003567087,3717.334656592065,49.0
OR-140999,Torino,0,1,1,1,192.3166940616034,200.0,43.0
OR-140999,*,0,1,1,1,2045.7682601144468,2780.2578341041876,49.0
OR-145999,Milano,0,1,1,1,134.39706738469138,146.08339446001756,43.0
OR-140999,Torino,0,2,1,1,264.48107850336083,280.5276157968182,43.0
OR-140999,Milano,0,2,2,1,1000.0000000000001,1000.0,43.0
OR-140999,Milano,0,1,0,2,1800.0,1886.9352643050438,98.0
OR-140999,Roma,0,1,1,1,2573.9754617232165,2512.558891005971,98.0
*,Bari,0,1,2,0,2598.8850764159765,2532.304630161815,98.0
OR-145999,Bologna,0,1,1,1,3948.5848354697237,3986.049622987415,49.0
OR-145999,*,0,2,1,1,1199.9999999999998,1187.702299440695,49.0
OR-140999,Genova,0,2,1,1,500.0,513.2190115927439,43.0
OR-140999,Milano,0,2,0,2,250.0,250.0,43.0
OR-145009,*,0,1,0,2,800.0,1168.0999807716203,98.0
OR-140999,Milano,0,3,0,3,549.688642827743,0.0,43.0
OR-145999,Milano,0,2,1,2,6615.904756602056,10934.312213570342,237.0
OR-140999,Torino,0,1,0,2,600.0,723.3130417824505,43.0
OR-140999,Milano,0,2,1,1,5000.0,5000.0,98.0
OR-145009,Roma,0,1,1,1,1261.9653341364672,20000.0,237.0
OR-140999,Roma,0,2,2,1,1300.0,2496.5858474160254,98.0
OR-145999,Milano,0,1,1,1,5000.0,5000.0,98.0
OR-145009,Torino,0,2,0,2,1556.1039461733687,5200.0,85.0
OR-145009,Milano,0,1,2,1,5608.660591343076,8608.825307003352,237.0
OR-145009,Milano,0,2,1,1,3105.1367489601507,3506.67089300996,49.0
OR-145009,Milano,0,2,1,1,8760.870892992667,8760.260352706777,237.0
OR-145009,Bari,0,3,1,2,908.2164826003497,947.8800035257404,43.0
OR-140999,Torino,0,2,1,1,1473.5015959775867,5000.0,98.0
*,Venezia,0,1,1,2,1.0,0.0,43.0
OR-145009,*,0,2,1,1,757.3994147972845,5200.0,85.0
OR-140999,Genova,0,1,0,2,1251.070056048725,1244.0335196141996,98.0
OR-140999,Palermo,1,2,1,3,6968.634155291917,7014.3338147596,237.0
OR-140999,Palermo,0,36,36,1,4845.496776828554,4000.0,98.0
OR-145009,Torino,0,3,2,1,515.2452273006221,5200.0,85.0
OR-140999,Milano,0,1,1,2,443.5518865063707,412.17354117498184,43.0
OR-140999,Napoli,0,2,2,1,1118.092598189344,1000.0,37.0
OR-145009,Bari,0,1,1,1,1600.0,1578.8086796737743,98.0
OR-145999,*,0,2,3,1,525.8917421626458,3608.2959441760277,85.0
OR-145009,Bologna,0,2,2,1,1000.0000000000001,1508.8304469856084,98.0
OR-145009,Roma,0,2,1,1,1.0,1200.0,49.0
OR-140999,Milano,0,1,1,1,641.3175505725585,483.31552723472646,43.0
OR-145009,Firenze,0,2,0,2,1.0,14560.604858841443,237.0
OR-145009,Firenze,0,3,1,2,1296.4145767046205,1216.7812263087912,49.0
OR-145009,Napoli,0,2,1,3,566.6110998808709,1208.517013810157,98.0
OR-145999,Milano,0,1,0,2,1000.0000000000001,1000.0,43.0
OR-145999,Milano,0,2,1,1,298.94255205619953,300.8303162025546,43.0
OR-145999,Firenze,0,2,1,1,2088.030577536616,2050.9942746502097,98.0
OR-140999,Palermo,0,2,2,1,1598.5471998318058,1990.992357293863,98.0
OR-140999,Milano,0,2,1,1,400.00000000000006,415.7074777824067,21.5
OR-145999,Milano,0,2,1,1,3000.0,4719.954481411539,98.0
OR-140999,Milano,0,2,0,2,85.783454642276,1032.0,43.0
OR-140999,Venezia,0,2,1,2,697.9271534882154,687.3662791492219,43.0
OR-145009,Torino,0,3,2,1,800.0,1574.8945437556074,98.0
OR-145009,Roma,0,2,2,1,1800.0,4865.986323671727,98.0
OR-145999,Milano,0,1,1,1,400.00000000000006,400.0,43.0
OR-140999,Palermo,1,2,1,2,134.57917872048614,121.24758113750492,43.0
OR-145009,Genova,0,2,3,1,5299.243803541237,20000.0,237.0
OR-145009,Firenze,0,1,1,1,1209.6467834603043,1447.603765616527,98.0
OR-145009,Milano,0,2,1,2,8885.097178765742,8305.638911579235,237.0
OR-140999,Palermo,1,3,1,2,605.8530363017902,615.0487675546375,43.0
OR-145009,*,0,2,2,1,547.9325991582937,6975.52987689944,237.0
*,*,0,1,0,2,500.0,600.0,43.0
OR-145999,Palermo,0,1,0,2,602.4790151583619,626.1137308880494,43.0
OR-140999,Bologna,0,3,2,2,1079.0966640942802,1907.5354452048628,98.0
OR-140999,*,0,1,2,0,1842.8910502928652,1839.6463968023133,98.0
OR-140999,Palermo,1,2,1,2,6293.499462777143,5757.584415607223,237.0
OR-140999,Roma,0,2,2,1,700.0,1567.1016856194408,85.0
OR-145009,Genova,0,2,2,0,1867.7225559811998,4497.702735818756,98.0
OR-140999,*,0,1,1,1,932.4859285217876,5200.0,98.0
OR-145999,Milano,0,4,1,4,3591.5002995340087,681.4057531482238,43.0
OR-145009,Milano,0,2,0,2,4436.285551066579,4367.691180412622,98.0
OR-145999,Roma,0,1,1,1,262.11189269083883,273.7267237559898,43.0
OR-145999,*,0,2,2,1,5053.940299753204,4950.013231271595,98.0
OR-140999,Torino,0,2,2,1,399.82604271542255,1032.0,43.0
OR-145999,*,0,2,1,1,1500.0,1534.0547019529354,98.0
OR-140999,Torino,0,1,2,0,923.2719015985248,710.9871912896184,43.0
OR-145999,Firenze,0,2,0,2,1302.9966855910336,3601.2940100882934,98.0
OR-145999,Milano,0,2,1,1,1.0,4706.106579104334,49.0
OR-140999,Milano,0,1,1,1,914.6589948327976,910.252011770357,43.0
OR-145999,Milano,0,2,0,2,250.0,250.0,43.0
OR-145999,Venezia,0,2,1,2,1309.0140169456952,1249.9968610745113,98.0
OR-140999,Milano,0,2,0,2,1032.91,1033.0,43.0
OR-145009,Genova,0,2,2,1,8094.025978146772,14216.13288365568,237.0
OR-145009,*,0,2,2,1,1181.6740221343364,1174.5185519010022,98.0
OR-140999,Napoli,1,2,1,2,500.0,1000.0,43.0
OR-145999,Torino,0,3,2,1,57.61059232433773,621.9083573885066,43.0
OR-140999,Milano,0,1,1,1,500.0,500.0,43.0
OR-145009,Milano,0,3,2,3,3731.722517117291,3704.189720349357,98.0
OR-145009,Bologna,0,2,1,1,1931.8458770219167,1912.3336808329861,98.0
OR-140999,Roma,0,1,2,0,1846.581232333393,1800.4480999040404,98.0
OR-140999,Napoli,1,2,1,2,3682.769934306311,3541.406868184376,98.0
OR-140999,Napoli,0,1,1,1,474.22494075905433,1000.0,43.0
OR-145999,Roma,0,2,0,2,0.01,64.9106557756049,42.5
OR-145009,Milano,0,2,1,1,136.67203721105446,4710.149608560428,98.0
OR-140999,Milano,0,1,0,2,270.2098426006622,367.9299309157604,43.0
OR-145999,*,0,1,1,1,133.05386082210546,143.6680329162273,43.0
OR-140999,Torino,0,1,1,1,250.0,250.0,43.0
OR-140999,Milano,0,1,0,2,3811.777669233678,3974.671097326507,85.0
OR-145999,Torino,0,2,0,2,3968.8878650816973,4624.837716587244,98.0
OR-140999,Milano,0,2,2,1,1100.0,2272.6723389359768,49.0
OR-140999,Cagliari,0,2,1,1,1000.0000000000001,1000.0,43.0
OR-145999,Genova,0,1,1,1,400.00000000000006,400.0,43.0
OR-140999,Milano,0,1,1,1,1600.0,1583.717767830721,98.0
OR-145009,Firenze,0,4,2,3,27898.054896498128,14573.473069481091,237.0
OR-145999,Bologna,0,1,1,1,500.0,500.0,43.0
OR-145009,Napoli,0,7,4,3,6215.766452297966,5200.0,98.0
OR-140999,Bologna,0,2,0,2,665.0417958763034,700.0,21.5
OR-140999,Genova,0,1,0,2,500.0,500.0,43.0
OR-140999,Milano,1,2,1,2,3396.9527685083126,5099.474965074063,98.0
OR-145009,Firenze,0,1,1,1,679.4965843188984,680.5088421377313,43.0
OR-145999,Napoli,0,2,0,2,4278.175134437436,4201.880799500171,49.0
OR-145009,Palermo,0,2,2,2,1225.285347880512,5101.457978235365,85.0
OR-145009,Palermo,0,1,1,1,800.0,800.0930978459436,43.0
OR-140999,Roma,0,2,1,2,2400.0,3107.252113724781,98.0
OR-140999,Napoli,0,1,1,1,400.00000000000006,1099.6387896528388,43.0
OR-140999,Bari,0,2,1,1,168.04332356986706,171.43493099644724,43.0
*,Milano,0,0,2,0,311.6448712816398,298.8340052872842,43.0
OR-140999,Roma,0,3,3,0,4095.1847174746003,4003.4152839760327,49.0
OR-140999,Milano,0,1,0,2,1500.0,1470.9161572320536,98.0
OR-145999,Milano,0,2,1,1,400.00000000000006,400.5624136675532,43.0
